# Columns: Station Code, latitude, longitude, regression dist (km), intensity, network code, Channel 1 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 2 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 3 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g)
NP.1783,37.3066,-121.84915,109.32,3.2, NP, --.HNZ,0.4044,0.3087,0.5237,1.0592,0.0622, --.HNN,0.8124,1.0487,2.3744,1.1839,0.1612, --.HNE,0.904,0.8055,1.9058,1.2116,0.303
NP.1792,37.74766,-122.42528,53.36,3.2, NP, --.HNZ,0.5131,0.8232,0.7637,0.3734,0.3411, --.HNN,0.5334,0.9051,2.8765,0.6543,0.2847, --.HNE,0.5324,1.0636,2.7941,0.5291,0.3776
NP.1826,37.6806,-121.92097,69.09,3.2, NP, --.HNZ,0.8298,0.451,1.0835,1.129,0.2876, --.HNN,1.2295,0.7115,1.9264,1.6804,0.3673, --.HNE,1.2658,1.0438,1.4721,2.2058,0.3537
NP.1836,37.69169,-122.16982,59.98,3.2, NP, --.HNZ,0.3629,0.3903,1.0895,0.7344,0.1315, --.HNN,1.4034,1.0133,3.0858,2.8605,0.7662, --.HNE,1.2116,0.9514,3.719,1.5595,0.4338
NP.1843,37.72688,-122.15092,56.56,3.2, NP, --.HNZ,0.4188,0.4312,0.6859,1.1339,0.0796, --.HNN,0.9719,0.9803,2.2638,1.1986,0.2546, --.HNE,0.5054,0.6063,1.7423,0.7011,0.193
BK.MCCM,38.14478,-122.88018,50.4,3.3, BK, 00.HNE,1.2799,1.1141,2.7093,1.1195,0.9849, 00.HNN,1.6251,0.8413,1.8876,1.8527,0.8995, 00.HNZ,0.7987,0.5095,0.856,0.7306,0.3948
BK.MNRC,38.87874,-122.44277,63.87,3.3, BK, 00.HNE,3.4365,1.1082,1.9796,1.486,1.1542, 00.HNN,1.3056,0.8081,1.5676,1.3425,0.6179, 00.HNZ,1.126,0.5811,1.1055,1.2387,0.4335
CE.58127,37.4286,-122.2564,87.99,3.3, CE, --.HNZ,0.251,0.417,1.4195,0.3509,0.056, --.HNN,0.586,1.1233,2.5016,1.1054,0.115, --.HNE,0.599,1.0661,2.1992,0.7617,0.0976
CE.58346,37.6799,-122.1259,62.17,3.3, CE, --.HNZ,0.277,0.3673,0.7065,0.6388,0.0546, --.HNN,1.076,1.0907,3.4363,1.1561,0.2227, --.HNE,1.038,1.014,2.7416,1.3071,0.2354
CE.58424,37.7451,-122.1497,54.64,3.3, CE, --.HNZ,0.346,0.2841,0.8315,0.2417,0.0857, --.HNN,0.844,0.7721,2.5091,0.7337,0.1464, --.HNE,0.707,1.1618,2.3567,0.8452,0.1397
NC.C045,37.74962,-121.96196,60.65,3.3, NC, 01.HNN,1.4447,0.9474,1.8946,3.4987,0.5369, 01.HNE,1.7318,1.1465,1.9062,2.4535,0.5059, 01.HNZ,0.9006,0.5536,1.5636,1.2107,0.26
NC.C054,37.27119,-121.82442,113.79,3.3, NC, 01.HNN,0.5717,0.6582,2.3104,1.1807,0.084, 01.HNE,1.0101,1.1798,2.7583,0.8849,0.1768, 01.HNZ,0.237,0.3894,1.6373,0.3581,0.0595
NC.CMOB,37.81042,-121.80272,63.84,3.3, NC, --.HNZ,0.343,0.2693,0.6213,0.6556,0.0734, --.HNN,0.7806,0.9295,1.7555,1.0637,0.1426, --.HNE,0.9974,1.1183,3.5576,1.6655,0.1274
NC.CPM,37.94906,-122.40851,31.22,3.3, NC, --.HNZ,0.8309,0.8215,1.3526,0.7199,0.6301, --.HNN,0.8764,1.1088,2.2949,0.8204,0.5111, --.HNE,0.8616,1.0978,2.5559,0.7031,0.5686
NC.J003,37.4364,-122.13472,88.39,3.3, NC, 01.HNN,1.0732,1.1442,2.7821,0.9983,0.294, 01.HNE,0.7514,0.6058,2.1607,1.2312,0.243, 01.HNZ,0.283,0.307,0.5617,0.6242,0.0579
NC.J009,37.51973,-122.51173,79.68,3.3, NC, 01.HNN,1.1922,1.1207,2.6385,1.2587,0.238, 01.HNE,0.6597,0.9456,2.7006,0.9007,0.1323, 01.HNZ,0.8817,1.0919,1.7269,0.8003,0.2395
NC.J026,37.34935,-122.02391,99.95,3.3, NC, 01.HNN,0.538,0.6629,1.506,0.7595,0.1561, 01.HNE,0.7933,1.165,3.6218,1.1573,0.3172, 01.HNZ,0.3583,0.4377,0.6287,0.3439,0.1917
NC.J030,37.3862,-122.12105,94.09,3.3, NC, 01.HNN,0.844,1.1425,2.751,0.8224,0.2092, 01.HNE,0.656,0.661,1.7237,0.8074,0.2237, 01.HNZ,0.3861,0.4292,1.0269,0.5002,0.0802
NC.J044,37.37096,-122.26444,94.35,3.3, NC, 01.HNN,0.613,1.045,3.5945,0.7842,0.1061, 01.HNE,0.6064,1.1562,2.5072,1.0375,0.1044, 01.HNZ,0.2738,0.3342,1.2563,0.3613,0.0796
NC.J055,37.39999,-121.92207,97.32,3.3, NC, 01.HNN,0.9949,1.1778,2.6698,1.4725,0.2313, 01.HNE,1.3466,0.8236,2.3021,1.8369,0.3056, 01.HNZ,0.3996,0.3108,0.6701,0.4195,0.1689
NC.JBR,37.17217,-122.01121,119.32,3.3, NC, --.HNZ,0.2075,0.2575,0.6327,0.4007,0.0733, --.HNN,0.6409,1.1195,2.4755,0.7867,0.1043, --.HNE,0.4996,0.7803,2.3804,0.7479,0.1867
NC.JCH,37.51704,-122.3773,78.24,3.3, NC, --.HNZ,0.2642,0.435,1.0635,0.6323,0.1356, --.HNN,0.504,0.8941,1.6639,0.7671,0.1974, --.HNE,0.5308,1.0886,2.4741,0.8222,0.1126
NC.N010,38.45293,-122.7593,40.49,3.3, NC, 01.HNN,3.9649,1.1879,1.208,2.9382,2.297, 01.HNE,4.6843,1.1405,1.1978,2.0901,3.0273, 01.HNZ,1.4601,0.5626,0.587,1.3975,0.855
NC.NTAC,37.92372,-122.59648,41.24,3.3, NC, --.HNZ,0.5109,0.822,0.8683,0.2461,0.1279, --.HNN,0.9525,1.1665,2.1026,0.4494,0.3234, --.HNE,0.7812,1.1187,1.7402,0.8433,0.1762
NP.1695,37.40161,-122.02483,94.33,3.3, NP, --.HNZ,0.2365,0.2771,0.4789,0.4044,0.0884, --.HNN,0.8875,1.1639,3.1934,0.9263,0.1841, --.HNE,1.026,1.002,3.1808,1.0035,0.3957
NP.1775,37.40701,-122.0946,92.27,3.3, NP, --.HNZ,0.303,0.3183,0.7119,0.2758,0.0633, --.HNN,0.6208,1.1231,1.502,1.1485,0.3177, --.HNE,0.7622,0.5908,2.1933,1.4518,0.2797
NP.1788,37.41702,-121.91541,95.77,3.3, NP, --.HNZ,0.5862,0.2867,0.7831,0.8728,0.1634, --.HNN,0.982,1.1789,2.5568,1.6858,0.318, --.HNE,1.334,0.9184,2.41,1.9174,0.396
CE.57392,37.557,-121.9579,79.96,3.4, CE, --.HNZ,0.294,0.3399,0.769,0.3744,0.082, --.HNN,0.692,0.8494,2.3517,1.4015,0.0936, --.HNE,0.88,1.2369,2.6916,1.0207,0.1462
CE.57451,37.6986,-121.8891,68.84,3.4, CE, --.HNZ,1.016,0.5405,0.8947,1.467,0.3886, --.HNN,1.677,0.9281,2.3592,3.1389,0.5463, --.HNE,2.02,1.2135,2.4417,2.919,0.5153
CE.58198,37.8072,-122.4761,48.01,3.4, CE, --.HNZ,0.444,0.8147,2.0943,0.627,0.1947, --.HNN,0.6,1.2738,3.5938,0.7108,0.3104, --.HNE,0.526,1.1538,3.6538,0.9109,0.1632
CE.58211,37.8479,-122.1615,43.4,3.4, CE, --.HNZ,0.48,0.5496,1.3795,0.7105,0.136, --.HNN,0.826,1.2513,3.4438,1.496,0.1088, --.HNE,0.855,1.1478,2.974,1.4695,0.142
CE.58226,37.4563,-122.286,84.81,3.4, CE, --.HNZ,0.22,0.2725,0.5521,0.2604,0.0688, --.HNN,0.593,0.8764,2.4467,0.5083,0.0674, --.HNE,0.639,1.2354,2.0893,0.3921,0.0856
CE.58306,37.7625,-122.4556,52.31,3.4, CE, --.HNZ,0.26,0.5417,0.8172,0.3456,0.2157, --.HNN,0.495,1.0218,1.6919,0.5378,0.1577, --.HNE,0.473,1.2954,2.8165,0.5351,0.2284
CE.58349,37.695,-122.1118,60.9,3.4, CE, --.HNZ,0.372,0.5494,0.8712,0.5756,0.0497, --.HNN,1.328,1.2384,3.7862,1.5245,0.1894, --.HNE,0.649,0.8315,2.3867,1.1446,0.1897
CE.58438,37.9299,-122.2996,32.23,3.4, CE, --.HNZ,0.474,0.6138,1.8219,0.5041,0.1432, --.HNN,0.956,1.274,4.6684,1.4345,0.1944, --.HNE,0.899,1.0624,4.4185,1.2471,0.2577
CE.58447,37.5251,-122.0999,79.39,3.4, CE, --.HNZ,0.399,0.5197,1.8794,0.4771,0.042, --.HNN,1.008,1.2836,5.0308,1.2521,0.1064, --.HNE,1.233,1.2249,2.8215,1.8169,0.1572
CE.58471,37.8761,-122.2505,38.57,3.4, CE, --.HNZ,0.485,0.687,2.2292,0.8742,0.0712, --.HNN,1.194,1.3046,3.4338,1.7969,0.1962, --.HNE,1.205,1.0931,2.8815,3.074,0.1644
CE.69044,38.5176,-123.247,83.1,3.4, CE, --.HNZ,0.39,0.2676,0.5683,0.4818,0.2497, --.HNN,0.999,1.0599,1.8269,1.582,0.2537, --.HNE,0.745,1.268,1.9968,0.9229,0.4266
NC.C001,37.5215,-121.93376,84.42,3.4, NC, 01.HNN,0.9353,1.0381,2.739,2.4079,0.2311, 01.HNE,1.1564,1.202,2.8371,1.3427,0.4309, 01.HNZ,0.4954,0.537,1.6557,0.7876,0.1547
NC.C008,37.89565,-122.29359,36.05,3.4, NC, 01.HNN,0.9106,1.026,2.0594,0.9103,0.25, 01.HNE,0.644,1.2628,1.9709,0.6595,0.1846, 01.HNZ,0.3927,0.4562,1.1625,0.5868,0.1564
NC.C033,37.8467,-122.28954,41.49,3.4, NC, 01.HNN,0.9522,0.8856,3.0766,1.7074,0.2613, 01.HNE,1.4187,1.2006,3.0383,3.8922,0.218, 01.HNZ,0.48,0.4698,0.9875,0.4572,0.1664
NC.C034,37.5728,-121.96332,78.15,3.4, NC, 01.HNN,0.6482,0.9712,1.804,0.8175,0.097, 01.HNE,1.1229,1.2418,2.7726,0.9937,0.1387, 01.HNZ,0.3707,0.4934,2.1275,0.3976,0.1059
NC.C049,37.7766,-122.27846,49.32,3.4, NC, 01.HNN,1.0367,1.2835,2.3735,1.0636,0.4057, 01.HNE,1.1469,0.8858,2.0427,1.0768,0.4912, 01.HNZ,0.5745,0.6638,0.9907,0.9768,0.2615
NC.C055,37.65745,-122.11035,64.94,3.4, NC, 01.HNN,0.7603,1.0964,2.0483,0.8143,0.1364, 01.HNE,0.9781,1.2569,3.1436,1.4346,0.2396, 01.HNZ,0.3626,0.3847,0.7949,0.3795,0.0673
NC.C063,37.76514,-122.18909,51.66,3.4, NC, 01.HNN,1.0396,1.2063,2.5749,1.9987,0.2506, 01.HNE,1.3571,0.9493,2.8101,1.707,0.3196, 01.HNZ,0.4689,0.5204,0.8449,1.0607,0.1172
NC.J017,37.4612,-122.22899,84.56,3.4, NC, 01.HNN,0.9224,1.2152,2.8748,1.1094,0.1446, 01.HNE,0.9755,1.0171,2.2835,2.3215,0.1632, 01.HNZ,0.5245,0.712,2.3575,0.976,0.102
NC.J033,37.45285,-122.19582,85.78,3.4, NC, 01.HNN,1.24,1.2303,2.9665,1.1982,0.2623, 01.HNE,1.0631,1.0266,2.0042,1.3975,0.265, 01.HNZ,0.4071,0.419,1.3608,0.6885,0.1012
NC.N005,38.53406,-122.78836,46.91,3.4, NC, 01.HNN,2.7871,0.7958,0.8738,1.5967,1.8589, 01.HNE,5.3564,1.2899,1.3818,2.5514,4.6385, 01.HNZ,1.6271,0.5344,0.5598,1.2217,1.1156
NC.NFV,38.46769,-122.89651,52.26,3.4, NC, --.HNZ,1.0321,0.5639,1.026,0.7783,0.7908, --.HNN,1.3563,1.178,2.8637,1.9255,0.534, --.HNE,1.4818,1.2348,3.3713,1.5219,0.7027
NP.1662,37.84229,-122.29703,41.95,3.4, NP, FN.HNE,1.2086,1.2982,2.9074,2.0004,0.2194, FN.HNZ,0.4734,0.5433,1.2167,0.9375,0.1703, FN.HNN,1.0508,1.2203,3.1428,1.8707,0.3759
NP.1776,37.47483,-122.23923,82.97,3.4, NP, --.HNZ,0.2493,0.517,1.4922,0.2825,0.0605, --.HNN,0.453,1.3262,2.4563,0.4942,0.1078, --.HNE,0.5116,1.2444,3.0575,0.2839,0.1164
NP.1816,37.74484,-122.40134,53.32,3.4, NP, --.HNZ,0.5795,1.3334,2.1506,0.3965,0.2342, --.HNN,1.2061,1.2295,2.7049,3.1007,0.2315, --.HNE,1.1256,1.0043,3.1415,2.8791,0.2076
NP.1822,37.8965,-122.322,35.92,3.4, NP, --.HNZ,0.3951,0.6369,1.3136,0.6339,0.2318, --.HNN,0.8062,1.1637,2.6578,0.9225,0.2328, --.HNE,0.7942,1.2558,3.2497,0.5921,0.2296
NP.1824,37.72416,-122.44841,56.32,3.4, NP, --.HNZ,0.344,0.5073,0.5223,0.3438,0.2588, --.HNN,0.4341,1.0933,2.0493,0.5583,0.191, --.HNE,0.3792,1.2831,2.0079,0.2507,0.1906
BK.BL88,37.87715,-122.25429,38.41,3.5, BK, 00.HNE,1.0262,1.3346,4.1782,1.985,0.2073, 00.HNN,1.118,1.4273,2.7178,1.9207,0.312, 00.HNZ,0.5274,0.6869,1.8117,0.7804,0.0955
CE.58086,37.4354,-122.1726,87.97,3.5, CE, --.HNZ,0.389,0.4611,1.2146,0.8257,0.0561, --.HNN,0.733,1.3425,3.8737,1.0619,0.2042, --.HNE,1.048,1.286,3.2464,1.0779,0.2137
CE.58340,37.7152,-122.0277,61.39,3.5, CE, --.HNZ,0.377,0.5516,1.3845,0.4588,0.0682, --.HNN,0.846,1.373,4.7284,1.1971,0.1232, --.HNE,0.894,1.0967,3.8637,0.9457,0.1872
CE.58790,37.8206,-122.2354,44.86,3.5, CE, --.HNZ,0.441,0.8025,1.3695,0.5336,0.0636, --.HNN,0.87,1.1894,3.4663,0.9704,0.0964, --.HNE,0.895,1.4559,4.0736,0.9177,0.0872
NC.C013,37.82383,-122.18861,45.32,3.5, NC, 01.HNN,0.7967,1.4806,3.8703,0.8212,0.2799, 01.HNE,0.8543,1.3229,4.2866,0.5923,0.1948, 01.HNZ,0.4876,0.6769,1.7937,0.6866,0.2073
NC.C028,37.85095,-122.24588,41.39,3.5, NC, 01.HNN,0.7613,0.9341,1.9232,1.2919,0.2252, 01.HNE,0.797,1.3738,2.7367,1.2609,0.128, 01.HNZ,0.4297,0.6519,1.3924,0.7664,0.0961
NC.C069,37.64775,-121.89606,73.34,3.5, NC, 01.HNN,1.358,1.4692,4.4193,2.8672,0.3719, 01.HNE,1.8151,1.2621,3.2327,3.2528,0.3774, 01.HNZ,0.5322,0.4281,1.289,0.7195,0.2512
NC.J029,37.63415,-122.49381,66.95,3.5, NC, 01.HNN,0.9115,1.3576,3.509,0.7256,0.2094, 01.HNE,0.9528,1.4476,3.1997,0.9691,0.1693, 01.HNZ,0.468,1.0722,3.8545,0.3391,0.1185
NC.J036,37.52835,-122.29781,76.79,3.5, NC, 01.HNN,0.7177,1.4126,5.5302,0.5144,0.181, 01.HNE,0.517,1.0447,2.9991,0.5396,0.1071, 01.HNZ,0.3968,1.0203,2.0703,0.3806,0.0901
NC.J045,37.52364,-122.30103,77.31,3.5, NC, 01.HNN,0.7302,1.4202,3.9216,0.5784,0.1864, 01.HNE,0.7234,1.2112,3.3631,0.4542,0.1011, 01.HNZ,0.3586,0.7285,2.4423,0.3627,0.0988
NC.JGR,37.51604,-122.45815,79.18,3.5, NC, --.HNZ,0.2861,0.609,1.2109,0.2359,0.115, --.HNN,0.8077,1.1399,2.957,0.6318,0.1362, --.HNE,0.6262,1.3545,2.5716,0.5767,0.0926
NC.NCC,38.00198,-122.47467,28.05,3.5, NC, --.HNZ,0.8794,0.7704,1.2908,0.5537,0.205, --.HNN,0.828,1.0643,2.3511,0.7341,0.242, --.HNE,0.9738,1.4804,4.5012,0.9278,0.2804
NP.1817,37.77934,-122.486,51.23,3.5, NP, --.HNZ,0.4972,0.699,1.3851,0.4708,0.3518, --.HNN,1.0446,1.0789,2.4029,0.9652,0.3037, --.HNE,0.8313,1.4141,2.8823,0.6595,0.6344
NP.1849,37.46728,-122.1614,84.62,3.5, NP, --.HNZ,0.2657,0.4974,1.2427,0.5362,0.1298, --.HNN,0.8189,1.4021,4.3147,0.8062,0.326, --.HNE,0.9643,0.7714,2.5443,1.1218,0.2987
CE.58398,37.762,-122.2538,51.11,3.6, CE, --.HNZ,0.457,0.4666,1.2396,1.0369,0.1577, --.HNN,1.216,1.5924,3.4663,1.5095,0.2996, --.HNE,1.363,1.214,3.4313,1.9668,0.4563
CE.58463,37.8097,-122.2806,45.64,3.6, CE, --.HNZ,0.454,0.6575,1.8869,0.8335,0.1267, --.HNN,1.027,1.1637,2.829,1.452,0.2557, --.HNE,1.55,1.5905,3.5063,2.3467,0.2199
CE.58505,37.9355,-122.3434,31.7,3.6, CE, --.HNZ,0.631,0.6509,1.7394,0.9367,0.2334, --.HNN,1.39,1.6514,4.7784,2.1668,0.1954, --.HNE,1.262,1.5416,4.9033,2.6141,0.1762
CE.67557,38.0141,-121.8148,49.31,3.6, CE, --.HNZ,0.534,0.5631,1.1471,0.8432,0.1474, --.HNN,2.008,1.5989,2.7416,3.7912,0.4189, --.HNE,0.997,1.2022,3.3564,2.1093,0.3101
CE.68440,38.3504,-122.8736,47.49,3.6, CE, --.HNZ,0.631,0.6828,1.2671,0.7567,0.3846, --.HNN,1.054,1.5271,3.039,1.1771,0.3311, --.HNE,0.791,0.9364,3.004,0.8927,0.4843
NC.C029,37.78882,-121.97125,56.5,3.6, NC, 01.HNN,1.6848,1.3863,2.3524,2.4797,0.7016, 01.HNE,2.7794,1.5655,3.4706,3.9698,0.6276, 01.HNZ,1.1855,0.7876,1.3467,2.2513,0.2596
NC.C035,37.9698,-122.02692,37.44,3.6, NC, 01.HNN,1.236,1.2582,4.7053,2.5841,0.274, 01.HNE,1.8983,1.597,4.4144,2.62,0.5744, 01.HNZ,0.656,0.6142,1.4843,1.2202,0.1343
NC.C044,37.73078,-122.23119,54.78,3.6, NC, 01.HNN,1.4693,1.5194,3.5183,1.8516,1.0063, 01.HNE,1.1153,1.2845,2.8487,1.7439,0.7684, 01.HNZ,0.4958,0.5318,1.0157,0.6109,0.1961
NC.CAG,37.85727,-122.42266,41.4,3.6, NC, --.HNZ,0.5403,0.8222,1.5585,0.5116,0.2575, --.HNN,0.93,1.5301,3.5992,0.8127,0.6346, --.HNE,0.8858,1.2639,5.0597,0.8232,0.4548
NC.J016,37.45744,-122.25167,84.82,3.6, NC, 01.HNN,0.9615,1.2617,4.6938,1.4835,0.1609, 01.HNE,0.8606,1.514,4.5002,1.2309,0.1676, 01.HNZ,0.4354,0.5782,1.5745,0.866,0.0827
NC.J035,37.5578,-122.37802,73.73,3.6, NC, 01.HNN,0.6315,1.278,5.0302,0.577,0.2326, 01.HNE,0.7879,1.4925,5.6709,0.8788,0.2609, 01.HNZ,0.3384,0.5345,2.9122,0.4423,0.1734
NC.J057,37.78796,-122.46388,49.76,3.6, NC, 01.HNN,1.243,1.5608,4.4361,0.9895,0.4471, 01.HNE,0.9946,1.3482,3.1366,0.9944,0.6598, 01.HNZ,0.5083,1.1902,1.2947,0.4929,0.473
NP.1755,37.76265,-122.24377,51.13,3.6, NP, --.HNZ,0.5019,0.6704,1.2622,1.386,0.1535, --.HNN,1.4689,1.6327,2.3878,1.4005,0.3541, --.HNE,1.1794,1.0056,3.0565,1.1354,0.4588
NP.1771,37.77737,-122.39689,49.69,3.6, NP, --.HNZ,0.4827,0.5876,0.9594,0.4338,0.3836, --.HNN,0.7806,1.5225,4.6398,0.8509,0.1815, --.HNE,0.6027,1.2569,3.2625,0.749,0.2621
NP.1774,37.76146,-122.50447,53.61,3.6, NP, --.HNZ,0.6485,1.1229,1.6645,0.5824,0.3352, --.HNN,1.0316,1.5952,3.6067,1.3082,0.3075, --.HNE,0.8986,1.4679,3.7079,0.831,0.5104
NP.1796,37.39415,-122.06041,94.34,3.6, NP, --.HNZ,0.3215,0.3417,0.6492,0.4899,0.0783, --.HNN,1.1104,1.5894,4.1244,1.181,0.2545, --.HNE,1.0364,1.2242,3.5451,1.8042,0.3759
NP.1819,37.81076,-122.29252,45.47,3.6, NP, --.HNZ,0.5034,0.5699,1.5987,0.8395,0.2136, --.HNN,0.9479,0.9572,2.9202,1.8039,0.5705, --.HNE,1.9209,1.5721,3.1088,2.838,0.4135
NP.1820,37.8251,-122.27606,43.96,3.6, NP, --.HNZ,0.5368,0.667,2.0365,0.8803,0.1811, --.HNN,1.0508,1.0578,3.0157,1.6151,0.3677, --.HNE,1.5294,1.5837,4.1013,3.1547,0.2345
NP.1827,37.86059,-122.29327,39.94,3.6, NP, --.HNZ,0.7668,0.7243,1.5039,1.4405,0.1546, --.HNN,2.3786,1.6106,3.3584,5.7262,0.3127, --.HNE,1.9988,1.5744,3.2887,5.2051,0.275
CE.57453,37.7682,-121.9555,59.18,3.7, CE, --.HNZ,0.97,0.7228,1.352,1.8369,0.2507, --.HNN,2.189,1.8066,2.949,3.3089,0.6205, --.HNE,2.303,1.1565,3.5363,3.3938,0.7615
CE.58408,37.9608,-122.3422,28.89,3.7, CE, --.HNZ,0.583,0.847,2.1818,0.8357,0.2429, --.HNN,1.792,1.6873,3.3089,3.6013,0.2477, --.HNE,1.454,1.4752,4.1636,4.0961,0.2579
NC.C005,37.81075,-122.23608,45.93,3.7, NC, 01.HNN,1.2834,1.4735,4.9566,2.5579,0.2256, 01.HNE,1.3879,1.7933,6.5765,2.5208,0.2074, 01.HNZ,0.6434,1.1164,3.2781,0.84,0.1213
NC.C012,37.92636,-122.31248,32.6,3.7, NC, 01.HNN,0.9628,1.8077,5.7495,0.9523,0.2167, 01.HNE,0.9808,1.7611,4.8882,0.7725,0.2253, 01.HNZ,0.4958,0.8352,1.1323,0.889,0.2475
NC.C027,37.79351,-121.97967,55.67,3.7, NC, 01.HNN,2.0357,1.4453,2.1491,4.8863,0.505, 01.HNE,2.1141,1.7156,2.4217,5.4467,0.4099, 01.HNZ,0.9246,0.6503,1.2904,2.1948,0.2664
NC.J020,37.76603,-122.44114,51.64,3.7, NC, 01.HNN,0.7795,1.6814,2.5698,0.7632,0.2767, 01.HNE,0.7753,1.6979,2.1844,0.454,0.434, 01.HNZ,0.445,0.8371,0.9852,0.2942,0.3686
NP.1756,37.73774,-122.2526,53.8,3.7, NP, --.HNZ,0.5408,0.6822,1.1099,1.1522,0.1726, --.HNN,1.1032,1.6995,3.4498,1.9899,0.6402, --.HNE,1.066,1.3204,2.8389,2.3981,0.685
NP.1770,37.76021,-122.41524,51.83,3.7, NP, --.HNZ,0.3955,0.8741,2.0174,0.2971,0.345, --.HNN,0.7493,1.3709,4.6361,0.969,0.2219, --.HNE,1.0685,1.7919,5.1337,0.7405,0.27
NP.1795,37.74664,-122.38679,52.95,3.7, NP, --.HNZ,0.4302,1.0114,2.189,0.5771,0.2046, --.HNN,1.7376,1.7334,7.0704,4.8154,0.2515, --.HNE,1.5958,1.3344,3.184,4.312,0.2504
NP.1853,37.4462,-122.15068,87.08,3.7, NP, --.HNZ,0.3796,0.3902,0.8756,0.8943,0.0616, --.HNN,1.0175,1.7488,4.2834,1.1284,0.367, --.HNE,0.9969,1.151,2.1919,1.7113,0.3258
BK.BL67,37.87492,-122.24318,38.8,3.8, BK, 00.HNE,1.145,1.2947,3.6707,1.696,0.188, 00.HNN,1.1459,1.8791,4.1169,1.0337,0.3819, 00.HNZ,0.5033,0.8967,1.353,0.9587,0.1118
CE.58238,37.7054,-122.4681,58.73,3.8, CE, --.HNZ,0.558,1.1484,2.7741,0.3879,0.2182, --.HN2,0.814,1.94,5.0583,0.661,0.2627, --.HN3,0.741,1.6563,4.311,0.4768,0.1849
CE.58295,37.8481,-122.229,41.94,3.8, CE, --.HNZ,0.546,1.32,2.6566,0.6885,0.0688, --.HNN,0.98,1.885,4.8708,1.0014,0.1599, --.HNE,0.815,1.7072,2.969,1.2691,0.119
CE.68323,38.0334,-122.117,26.92,3.8, CE, --.HNZ,0.966,1.0751,2.3117,1.9543,0.1382, --.HNN,1.045,1.4109,3.2714,1.8469,0.2257, --.HNE,2.107,1.8633,4.3885,3.7337,0.1767
NC.J019,37.43433,-122.19835,87.8,3.8, NC, 01.HNN,1.3414,1.9322,5.3272,1.3263,0.3452, 01.HNE,1.138,1.533,4.988,2.1627,0.2514, 01.HNZ,0.6791,0.7349,2.0984,1.1609,0.1465
NC.J039,37.6212,-122.45285,67.6,3.8, NC, 01.HNN,0.5317,1.8287,2.0628,0.3729,0.2648, 01.HNE,0.4894,1.3552,2.6259,0.5831,0.1942, 01.HNZ,0.2838,0.3661,0.973,0.2993,0.1348
NC.J060,37.71274,-122.40527,56.89,3.8, NC, 01.HNN,0.7493,1.817,5.8783,0.5815,0.2258, 01.HNE,0.6732,1.4514,3.8704,0.3898,0.1798, 01.HNZ,0.3566,0.8156,1.1635,0.3858,0.2069
NC.JSP,37.58644,-122.50217,72.27,3.8, NC, --.HNZ,0.3719,0.6666,1.4311,0.3259,0.1666, --.HNN,0.9688,1.6197,3.484,0.8537,0.1549, --.HNE,1.0175,1.8312,3.4021,0.6328,0.1046
NC.NHV,38.16488,-122.71296,35.57,3.8, NC, --.HNZ,0.9722,0.9846,1.2231,1.1291,0.3519, --.HNN,2.2008,2.0054,2.4907,1.5502,0.8433, --.HNE,1.5267,1.7243,2.4156,1.7578,0.714
NP.1752,37.46782,-122.30787,83.5,3.8, NP, --.HNZ,0.544,0.917,1.9775,0.9093,0.1378, --.HNN,1.5585,1.7912,5.2276,1.6183,0.1414, --.HNE,1.4808,1.8392,5.3932,2.0911,0.1781
NP.1801,37.45096,-122.4287,85.98,3.8, NP, --.HNZ,0.4749,0.5496,1.1651,0.6349,0.1642, --.HNN,1.2485,1.7434,5.1758,1.719,0.2708, --.HNE,1.2612,1.8869,4.4108,1.0142,0.2012
NP.1806,37.91033,-122.53682,39.59,3.8, NP, --.HNZ,0.4359,0.6224,0.8543,0.4594,0.1471, --.HNN,0.6846,1.5972,2.7622,0.4076,0.1947, --.HNE,0.7699,1.8961,1.6194,0.4367,0.302
NP.1828,37.85834,-122.25252,40.5,3.8, NP, --.HNZ,0.4574,0.8103,0.9314,0.8668,0.0833, --.HNN,0.7311,1.3656,3.1844,1.1414,0.1923, --.HNE,0.8059,1.9161,3.7924,1.0854,0.1164
CE.58209,37.8785,-122.185,39.54,3.9, CE, --.HNZ,0.525,0.9245,1.582,0.9687,0.1405, --.HNE,1.004,2.1241,4.4085,1.6169,0.1932,,,,,,
CE.58360,37.9036,-122.0603,41.54,3.9, CE, --.HNZ,1.275,1.0337,2.2342,2.9315,0.2644, --.HNN,1.737,2.1399,4.1861,2.4192,0.3839, --.HNE,2.072,1.8506,5.2507,3.3289,0.5553
CE.58378,37.4841,-122.3142,81.69,3.9, CE, --.HNZ,0.537,0.8678,2.4242,0.4483,0.0825, --.HNN,1.312,2.0385,4.8034,1.0064,0.1026, --.HNE,1.13,1.9652,4.5459,1.0249,0.1417
CE.58560,37.5849,-122.5081,72.56,3.9, CE, --.HNZ,0.323,0.7407,1.3745,0.3319,0.1033, --.HNN,0.762,1.6933,3.1664,0.5363,0.1082, --.HNE,1.286,2.0725,6.3503,0.6455,0.0648
